ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001996283-25-000005	021-494114               	30-SEP-2025		X0708	D/A	LIVE		
0001988126-25-000002	021-559175               	30-SEP-2025		X0708	D	LIVE		
0002077638-25-000001	021-559176               	30-SEP-2025		X0708	D	LIVE		
0002088332-25-000001	021-559201               	30-SEP-2025		X0708	D	LIVE		
0002082003-25-000001	021-559207               	30-SEP-2025		X0708	D	LIVE		
0001929802-25-000010	021-556865               	30-SEP-2025		X0708	D/A	LIVE		
0002088648-25-000001	021-559183               	30-SEP-2025		X0708	D	LIVE		
0002089200-25-000001	021-559185               	30-SEP-2025		X0708	D	LIVE		
0002059521-25-000002	021-559186               	30-SEP-2025		X0708	D	LIVE		
0002088496-25-000001	021-559212               	30-SEP-2025		X0708	D	LIVE		
0002089207-25-000001	021-559202               	30-SEP-2025		X0708	D	LIVE		
0002084151-25-000001	021-559209               	30-SEP-2025		X0708	D	LIVE		
0002082258-25-000001	021-559208               	30-SEP-2025		X0708	D	LIVE		
0002088348-25-000001	021-559182               	30-SEP-2025		X0708	D	LIVE		
0002088636-25-000001	021-559187               	30-SEP-2025		X0708	D	LIVE		
0002088367-25-000001	021-559177               	30-SEP-2025		X0708	D	LIVE		
0002060993-25-000002	021-559173               	29-SEP-2025		X0708	D	LIVE		
0002088840-25-000001	021-559172               	29-SEP-2025		X0708	D	LIVE		
0002089180-25-000001	021-559171               	29-SEP-2025		X0708	D	LIVE		
0001904161-25-000002	021-559170               	29-SEP-2025		X0708	D	LIVE		
0001953749-25-000002	021-464242               	29-SEP-2025		X0708	D/A	LIVE		
0000947871-25-000865	021-559169               	29-SEP-2025		X0708	D	LIVE		
0002088128-25-000001	021-559168               	29-SEP-2025		X0708	D	LIVE		
0002068282-25-000001	021-550853               	29-SEP-2025		X0708	D/A	LIVE		
0002088320-25-000001	021-559167               	29-SEP-2025		X0708	D	LIVE		
0002086941-25-000001	021-559166               	29-SEP-2025		X0708	D	LIVE		
0000905729-25-000152	021-559165               	29-SEP-2025		X0708	D	LIVE		
0002055827-25-000003	021-559164               	29-SEP-2025		X0708	D	LIVE		
0000950142-25-002559	021-559163               	29-SEP-2025		X0708	D	LIVE		
0001493152-25-016047	021-559162               	29-SEP-2025	7374	X0708	D	LIVE		
0000950142-25-002558	021-559161               	29-SEP-2025		X0708	D	LIVE		
0000950142-25-002557	021-559160               	29-SEP-2025		X0708	D	LIVE		
0001838623-25-000002	021-390610               	29-SEP-2025		X0708	D/A	LIVE		
0000950142-25-002556	021-559159               	29-SEP-2025		X0708	D	LIVE		
0000950142-25-002555	021-559158               	29-SEP-2025		X0708	D	LIVE		
0002087930-25-000001	021-559157               	29-SEP-2025		X0708	D	LIVE		
0002087034-25-000001	021-559156               	29-SEP-2025		X0708	D	LIVE		
0001231919-25-000254	021-559155               	29-SEP-2025		X0708	D	LIVE		
0002087044-25-000001	021-559154               	29-SEP-2025		X0708	D	LIVE		
0002087033-25-000001	021-559153               	29-SEP-2025		X0708	D	LIVE		
0000950142-25-002553	021-506408               	29-SEP-2025		X0708	D/A	LIVE		
0000950142-25-002552	021-493465               	29-SEP-2025		X0708	D/A	LIVE		
0002086466-25-000001	021-559152               	29-SEP-2025		X0708	D	LIVE		
0000950142-25-002551	021-500430               	29-SEP-2025		X0708	D/A	LIVE		
0002088364-25-000002	021-559002               	29-SEP-2025		X0708	D/A	LIVE		
0001838661-25-000002	021-433212               	29-SEP-2025		X0708	D/A	LIVE		
0001231919-25-000253	021-559151               	29-SEP-2025		X0708	D	LIVE		
0002084823-25-000001	021-559150               	29-SEP-2025		X0708	D	LIVE		
0001993435-25-000004	021-492192               	29-SEP-2025		X0708	D/A	LIVE		
0002052258-25-000002	021-559149               	29-SEP-2025		X0708	D	LIVE		
0002043516-25-000005	021-528842               	29-SEP-2025		X0708	D/A	LIVE		
0002086432-25-000001	021-559148               	29-SEP-2025		X0708	D	LIVE		
0000905729-25-000151	021-557919               	29-SEP-2025		X0708	D/A	LIVE		
0002088909-25-000001	021-559147               	29-SEP-2025		X0708	D	LIVE		
0002089049-25-000001	021-559146               	29-SEP-2025		X0708	D	LIVE		
0001708451-25-000004	021-288372               	29-SEP-2025		X0708	D/A	LIVE		
0002088253-25-000001	021-559145               	29-SEP-2025		X0708	D	LIVE		
0002087536-25-000001	021-559144               	29-SEP-2025		X0708	D	LIVE		
0002086501-25-000001	021-559143               	29-SEP-2025		X0708	D	LIVE		
0001864394-25-000002	021-559142               	29-SEP-2025		X0708	D	LIVE		
0002076557-25-000003	021-559141               	29-SEP-2025		X0708	D	LIVE		
0002048954-25-000003	021-559140               	29-SEP-2025		X0708	D	LIVE		
0000945621-25-000881	021-559139               	29-SEP-2025		X0708	D	LIVE		
0002079798-25-000001	021-559138               	29-SEP-2025		X0708	D	LIVE		
0002089143-25-000001	021-559137               	29-SEP-2025		X0708	D	LIVE		
0000868217-25-000002	021-559136               	29-SEP-2025		X0708	D	LIVE		
0000945621-25-000880	021-559135               	29-SEP-2025		X0708	D	LIVE		
0000905148-25-003438	021-559134               	29-SEP-2025		X0708	D	LIVE		
0002022553-25-000002	021-525255               	29-SEP-2025		X0708	D/A	LIVE		
0002022552-25-000002	021-525253               	29-SEP-2025		X0708	D/A	LIVE		
0002036986-25-000002	021-525679               	29-SEP-2025		X0708	D/A	LIVE		
0002089075-25-000001	021-559133               	29-SEP-2025		X0708	D	LIVE		
0002037176-25-000002	021-524246               	29-SEP-2025		X0708	D/A	LIVE		
0002008421-25-000003	021-502596               	29-SEP-2025		X0708	D/A	LIVE		
0001953175-25-000003	021-463625               	29-SEP-2025		X0708	D/A	LIVE		
0001773822-25-000004	021-337694               	29-SEP-2025		X0708	D/A	LIVE		
0002085130-25-000001	021-559132               	29-SEP-2025		X0708	D	LIVE		
0001952997-25-000003	021-463529               	29-SEP-2025		X0708	D/A	LIVE		
0001885903-25-000003	021-415560               	29-SEP-2025		X0708	D/A	LIVE		
0001461023-25-000003	021-129652               	29-SEP-2025		X0708	D/A	LIVE		
0002087135-25-000001	021-559131               	29-SEP-2025		X0708	D	LIVE		
0002078240-25-000002	021-552992               	29-SEP-2025		X0708	D/A	LIVE		
0002062348-25-000002	021-559130               	29-SEP-2025		X0708	D	LIVE		
0001231919-25-000252	021-559129               	29-SEP-2025		X0708	D	LIVE		
0002070812-25-000002	021-559128               	29-SEP-2025		X0708	D	LIVE		
0002039128-25-000023	021-526084               	29-SEP-2025		X0708	D/A	LIVE		
0002070835-25-000001	021-559126               	29-SEP-2025		X0708	D	LIVE		
0001231919-25-000251	021-559127               	29-SEP-2025		X0708	D	LIVE		
0002089022-25-000001	021-559125               	29-SEP-2025		X0708	D	LIVE		
0002088762-25-000001	021-559124               	29-SEP-2025		X0708	D	LIVE		
0002088031-25-000001	021-559123               	29-SEP-2025		X0708	D	LIVE		
0002085335-25-000002	021-559122               	29-SEP-2025		X0708	D	LIVE		
0001849289-25-000003	021-391467               	29-SEP-2025		X0708	D/A	LIVE		
0001822521-25-000002	021-559121               	29-SEP-2025		X0708	D	LIVE		
0001566114-25-000078	021-559120               	29-SEP-2025		X0708	D	LIVE		
0001849281-25-000003	021-391461               	29-SEP-2025		X0708	D/A	LIVE		
0001936269-25-000002	021-559119               	29-SEP-2025		X0708	D	LIVE		
0002037099-25-000002	021-525201               	29-SEP-2025		X0708	D/A	LIVE		
0002062357-25-000034	021-559118               	29-SEP-2025		X0708	D	LIVE		
0002037097-25-000002	021-525206               	29-SEP-2025		X0708	D/A	LIVE		
0002080510-25-000001	021-559117               	29-SEP-2025		X0708	D	LIVE		
0002062357-25-000032	021-559116               	29-SEP-2025		X0708	D	LIVE		
0002062357-25-000030	021-559115               	29-SEP-2025		X0708	D	LIVE		
0002062357-25-000028	021-559114               	29-SEP-2025		X0708	D	LIVE		
0002088131-25-000001	021-559113               	29-SEP-2025		X0708	D	LIVE		
0002087809-25-000001	021-559112               	29-SEP-2025		X0708	D	LIVE		
0002057777-25-000022	021-542946               	29-SEP-2025		X0708	D/A	LIVE		
0002059215-25-000002	021-559111               	29-SEP-2025		X0708	D	LIVE		
0000904454-25-000462	021-493463               	29-SEP-2025		X0708	D/A	LIVE		
0002088102-25-000001	021-559110               	29-SEP-2025		X0708	D	LIVE		
0000905729-25-000150	021-559109               	29-SEP-2025		X0708	D	LIVE		
0002055693-25-000028	021-542948               	29-SEP-2025		X0708	D/A	LIVE		
0002088027-25-000001	021-559108               	29-SEP-2025		X0708	D	LIVE		
0002087238-25-000001	021-559107               	29-SEP-2025		X0708	D	LIVE		
0002088914-25-000001	021-559106               	29-SEP-2025		X0708	D	LIVE		
