ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001062993-26-001752	021-578587               	31-MAR-2026		X0708	D	LIVE		
0001493152-26-014160	021-578586               	31-MAR-2026		X0708	D	LIVE		
0002113988-26-000001	021-578585               	31-MAR-2026		X0708	D	LIVE		
0001493152-26-014141	021-578584               	31-MAR-2026		X0708	D	LIVE		
0002063338-26-000001	021-542461               	31-MAR-2026		X0708	D/A	LIVE		
0002123879-26-000003	021-578583               	31-MAR-2026		X0708	D	LIVE		
0002111625-26-000004	021-576706               	31-MAR-2026		X0708	D/A	LIVE		
0000950142-26-000959	021-578582               	31-MAR-2026		X0708	D	LIVE		
0000929638-26-001348	021-569577               	31-MAR-2026		X0708	D/A	LIVE		
0002114001-26-000001	021-578581               	31-MAR-2026		X0708	D	LIVE		
0002125750-26-000001	021-578580               	31-MAR-2026		X0708	D	LIVE		
0001231919-26-000299	021-578579               	31-MAR-2026		X0708	D	LIVE		
0000912282-26-000532	021-578578               	31-MAR-2026		X0708	D	LIVE		
0001712373-26-000002	021-362138               	31-MAR-2026		X0708	D/A	LIVE		
0002109711-26-000001	021-578577               	31-MAR-2026		X0708	D	LIVE		
0001863525-26-000003	021-578576               	31-MAR-2026		X0708	D	LIVE		
0002125875-26-000001	021-578575               	31-MAR-2026		X0708	D	LIVE		
0002039128-26-000006	021-526084               	31-MAR-2026		X0708	D/A	LIVE		
0000950142-26-000958	021-542527               	31-MAR-2026		X0708	D/A	LIVE		
0001752026-26-000006	021-574940               	31-MAR-2026		X0708	D/A	LIVE		
0002125919-26-000001	021-578574               	31-MAR-2026		X0708	D	LIVE		
0002124971-26-000001	021-578573               	31-MAR-2026		X0708	D	LIVE		
0002084210-26-000001	021-578572               	31-MAR-2026		X0708	D	LIVE		
0002117913-26-000001	021-578571               	31-MAR-2026		X0708	D	LIVE		
0002123443-26-000001	021-578570               	31-MAR-2026		X0708	D	LIVE		
0002125276-26-000001	021-578569               	31-MAR-2026		X0708	D	LIVE		
0002126184-26-000001	021-578568               	31-MAR-2026		X0708	D	LIVE		
0002117333-26-000003	021-575875               	31-MAR-2026		X0708	D/A	LIVE		
0001998437-26-000001	021-512310               	31-MAR-2026		X0708	D/A	LIVE		
0002108914-26-000001	021-578567               	31-MAR-2026		X0708	D	LIVE		
0001013594-26-000412	021-578566               	31-MAR-2026		X0708	D	LIVE		
0001013594-26-000411	021-578565               	31-MAR-2026		X0708	D	LIVE		
0001013594-26-000410	021-578564               	31-MAR-2026		X0708	D	LIVE		
0001013594-26-000409	021-575169               	31-MAR-2026		X0708	D/A	LIVE		
0002114649-26-000002	021-578563               	31-MAR-2026		X0708	D	LIVE		
0000945621-26-000508	021-578562               	31-MAR-2026		X0708	D	LIVE		
0002124788-26-000001	021-578561               	31-MAR-2026		X0708	D	LIVE		
0002030268-26-000002	021-518890               	31-MAR-2026		X0708	D/A	LIVE		
0001012975-26-000284	021-578560               	31-MAR-2026		X0708	D	LIVE		
0002125526-26-000001	021-578559               	31-MAR-2026		X0708	D	LIVE		
0002089657-26-000001	021-578558               	31-MAR-2026		X0708	D	LIVE		
0002126049-26-000001	021-578557               	31-MAR-2026		X0708	D	LIVE		
0002103950-26-000001	021-578556               	31-MAR-2026		X0708	D	LIVE		
0001012975-26-000283	021-578555               	31-MAR-2026		X0708	D	LIVE		
0002126050-26-000001	021-578554               	31-MAR-2026		X0708	D	LIVE		
0001744017-26-000003	021-578553               	31-MAR-2026		X0708	D	LIVE		
0001347989-26-000009	021-468499               	31-MAR-2026		X0708	D/A	LIVE		
0002124161-26-000001	021-578552               	31-MAR-2026		X0708	D	LIVE		
0002125955-26-000001	021-578551               	31-MAR-2026		X0708	D	LIVE		
0000906791-26-000055	021-578550               	31-MAR-2026		X0708	D	LIVE		
0000921895-26-000847	021-283786               	31-MAR-2026		X0708	D/A	LIVE		
0000945621-26-000507	021-578549               	31-MAR-2026		X0708	D	LIVE		
0002125287-26-000001	021-578548               	31-MAR-2026		X0708	D	LIVE		
0002126085-26-000001	021-578547               	31-MAR-2026		X0708	D	LIVE		
0000945621-26-000506	021-578546               	31-MAR-2026		X0708	D	LIVE		
0002070541-26-000001	021-578545               	31-MAR-2026		X0708	D	LIVE		
0002098715-26-000001	021-578544               	31-MAR-2026		X0708	D	LIVE		
0001856686-26-000003	021-449639               	31-MAR-2026		X0708	D/A	LIVE		
0002085124-26-000001	021-559363               	31-MAR-2026		X0708	D/A	LIVE		
0002105401-26-000002	021-578543               	31-MAR-2026		X0708	D	LIVE		
0002110308-26-000002	021-576584               	31-MAR-2026		X0708	D/A	LIVE		
0001437749-26-010596	021-542353               	31-MAR-2026		X0708	D/A	LIVE		
0002123124-26-000001	021-578542               	31-MAR-2026		X0708	D	LIVE		
0002125870-26-000001	021-578541               	31-MAR-2026		X0708	D	LIVE		
0002123145-26-000001	021-578540               	31-MAR-2026		X0708	D	LIVE		
0002122241-26-000001	021-578539               	31-MAR-2026		X0708	D	LIVE		
0001437749-26-010592	021-541395               	31-MAR-2026		X0708	D/A	LIVE		
0001814554-26-000056	021-578538               	31-MAR-2026		X0708	D	LIVE		
0002118506-26-000001	021-578537               	31-MAR-2026		X0708	D	LIVE		
0002105408-26-000002	021-578536               	31-MAR-2026		X0708	D	LIVE		
0002083716-26-000001	021-556065               	31-MAR-2026		X0708	D/A	LIVE		
0002120502-26-000001	021-578535               	31-MAR-2026		X0708	D	LIVE		
0001925577-26-000002	021-578534               	31-MAR-2026		X0708	D	LIVE		
0002121999-26-000001	021-578533               	31-MAR-2026		X0708	D	LIVE		
0002065427-26-000001	021-578532               	31-MAR-2026		X0708	D	LIVE		
0002123314-26-000001	021-578531               	31-MAR-2026		X0708	D	LIVE		
0002108298-26-000001	021-578530               	31-MAR-2026		X0708	D	LIVE		
0001013594-26-000408	021-578529               	31-MAR-2026		X0708	D	LIVE		
0002111146-26-000001	021-578528               	31-MAR-2026		X0708	D	LIVE		
0002125365-26-000001	021-578527               	31-MAR-2026		X0708	D	LIVE		
0001931029-26-000001	021-578526               	31-MAR-2026		X0708	D	LIVE		
0002125279-26-000001	021-578525               	31-MAR-2026		X0708	D	LIVE		
0000919574-26-001982	021-508151               	31-MAR-2026		X0708	D/A	LIVE		
0001999371-26-007308	021-578524               	31-MAR-2026		X0708	D	LIVE		
0000919574-26-001980	021-508158               	31-MAR-2026		X0708	D/A	LIVE		
0002066035-26-000002	021-544733               	31-MAR-2026		X0708	D/A	LIVE		
0002123512-26-000001	021-578523               	31-MAR-2026		X0708	D	LIVE		
0002109889-26-000001	021-578522               	31-MAR-2026		X0708	D	LIVE		
0002066914-26-000001	021-545593               	31-MAR-2026		X0708	D/A	LIVE		
0002066915-26-000001	021-545586               	31-MAR-2026		X0708	D/A	LIVE		
0002066916-26-000001	021-545585               	31-MAR-2026		X0708	D/A	LIVE		
0001992691-26-000001	021-578521               	31-MAR-2026		X0708	D	LIVE		
0002121434-26-000001	021-578520               	31-MAR-2026		X0708	D	LIVE		
0001213900-26-037147	021-578519               	31-MAR-2026		X0708	D	LIVE		
0002062955-26-000001	021-542561               	31-MAR-2026		X0708	D/A	LIVE		
0002098331-26-000001	021-578518               	31-MAR-2026		X0708	D	LIVE		
0002109890-26-000001	021-578517               	31-MAR-2026		X0708	D	LIVE		
0001958889-26-000001	021-542719               	31-MAR-2026		X0708	D/A	LIVE		
0001958210-26-000001	021-542720               	31-MAR-2026		X0708	D/A	LIVE		
0002062957-26-000001	021-542563               	31-MAR-2026		X0708	D/A	LIVE		
0002115450-26-000001	021-578516               	31-MAR-2026		X0708	D	LIVE		
0002125843-26-000002	021-578515               	31-MAR-2026		X0708	D	LIVE		
0002083199-26-000001	021-578514               	31-MAR-2026		X0708	D	LIVE		
0001810301-26-000003	021-366031               	31-MAR-2026		X0708	D/A	LIVE		
0002124811-26-000001	021-578513               	31-MAR-2026		X0708	D	LIVE		
0002124531-26-000001	021-578512               	31-MAR-2026		X0708	D	LIVE		
0001012975-26-000282	021-542596               	31-MAR-2026		X0708	D/A	LIVE		
0002124818-26-000001	021-578511               	31-MAR-2026		X0708	D	LIVE		
0002125485-26-000001	021-578510               	31-MAR-2026		X0708	D	LIVE		
0002126065-26-000001	021-578509               	31-MAR-2026		X0708	D	LIVE		
0002114967-26-000001	021-578508               	31-MAR-2026		X0708	D	LIVE		
0002112828-26-000001	021-578507               	31-MAR-2026		X0708	D	LIVE		
0001360791-26-000001	021-578506               	31-MAR-2026		X0708	D	LIVE		
0001012975-26-000281	021-542591               	31-MAR-2026		X0708	D/A	LIVE		
0002122904-26-000003	021-578505               	31-MAR-2026		X0708	D	LIVE		
0002122456-26-000001	021-578504               	31-MAR-2026		X0708	D	LIVE		
0002064835-26-000044	021-578503               	31-MAR-2026		X0708	D	LIVE		
0002125897-26-000001	021-578502               	31-MAR-2026		X0708	D	LIVE		
0002060076-26-000001	021-540818               	31-MAR-2026		X0708	D/A	LIVE		
0002123711-26-000001	021-578501               	31-MAR-2026		X0708	D	LIVE		
0002123666-26-000002	021-578500               	31-MAR-2026		X0708	D	LIVE		
0002105471-26-000002	021-570239               	31-MAR-2026		X0708	D/A	LIVE		
0001596241-26-000003	021-209933               	31-MAR-2026		X0708	D/A	LIVE		
0001214659-26-004059	021-578499               	31-MAR-2026		X0708	D	LIVE		
0002124752-26-000001	021-578498               	31-MAR-2026		X0708	D	LIVE		
0001099910-26-000141	021-578497               	31-MAR-2026		X0708	D	LIVE		
0002123666-26-000001	021-578496               	31-MAR-2026		X0708	D	LIVE		
0002125871-26-000001	021-578495               	31-MAR-2026		X0708	D	LIVE		
0002123705-26-000001	021-578494               	31-MAR-2026		X0708	D	LIVE		
0000905148-26-001473	021-120249               	31-MAR-2026		X0708	D/A	LIVE		
0002125509-26-000001	021-578493               	31-MAR-2026		X0708	D	LIVE		
0002107975-26-000001	021-578492               	31-MAR-2026		X0708	D	LIVE		
0002121164-26-000001	021-578491               	31-MAR-2026		X0708	D	LIVE		
0002117452-26-000001	021-578490               	31-MAR-2026		X0708	D	LIVE		
0002120631-26-000001	021-578489               	31-MAR-2026		X0708	D	LIVE		
0002120632-26-000001	021-578488               	31-MAR-2026		X0708	D	LIVE		
0002062357-26-000076	021-578487               	31-MAR-2026		X0708	D	LIVE		
0001013594-26-000407	021-236994               	31-MAR-2026		X0708	D/A	LIVE		
0002122108-26-000001	021-578486               	31-MAR-2026		X0708	D	LIVE		
0002121163-26-000001	021-578485               	31-MAR-2026		X0708	D	LIVE		
0002112576-26-000001	021-578484               	31-MAR-2026		X0708	D	LIVE		
0000905148-26-001472	021-143800               	31-MAR-2026		X0708	D/A	LIVE		
0000902664-26-001796	021-578483               	31-MAR-2026		X0708	D	LIVE		
0002112220-26-000001	021-578482               	31-MAR-2026		X0708	D	LIVE		
0001143598-26-000003	021-578481               	31-MAR-2026		X0708	D	LIVE		
0001847772-26-000005	021-257006               	31-MAR-2026		X0708	D/A	LIVE		
0000905148-26-001471	021-126770               	31-MAR-2026		X0708	D/A	LIVE		
0002124917-26-000001	021-578480               	31-MAR-2026		X0708	D	LIVE		
0002111150-26-000001	021-578479               	31-MAR-2026		X0708	D	LIVE		
0002121592-26-000001	021-578478               	31-MAR-2026		X0708	D	LIVE		
0001862076-26-000001	021-578477               	31-MAR-2026		X0708	D	LIVE		
0002124112-26-000001	021-578476               	31-MAR-2026		X0708	D	LIVE		
0002123703-26-000001	021-578475               	31-MAR-2026		X0708	D	LIVE		
0000905148-26-001470	021-120225               	31-MAR-2026		X0708	D/A	LIVE		
0000919574-26-001974	021-578474               	31-MAR-2026		X0708	D	LIVE		
0002014196-26-000001	021-509209               	31-MAR-2026		X0708	D/A	LIVE		
0002125641-26-000001	021-578473               	31-MAR-2026		X0708	D	LIVE		
0002014515-26-000001	021-509202               	31-MAR-2026		X0708	D/A	LIVE		
0002062113-26-000001	021-543011               	31-MAR-2026		X0708	D/A	LIVE		
0000905148-26-001469	021-578472               	31-MAR-2026		X0708	D	LIVE		
0000905148-26-001468	021-578471               	31-MAR-2026		X0708	D	LIVE		
0000905148-26-001467	021-542552               	31-MAR-2026		X0708	D/A	LIVE		
0002125080-26-000001	021-578470               	31-MAR-2026		X0708	D	LIVE		
0002120527-26-000001	021-578469               	31-MAR-2026		X0708	D	LIVE		
0002123894-26-000001	021-578468               	31-MAR-2026		X0708	D	LIVE		
0002103048-26-000002	021-578467               	31-MAR-2026		X0708	D	LIVE		
0001493152-26-013903	021-578466               	31-MAR-2026		X0708	D	LIVE		
0002123476-26-000001	021-578465               	31-MAR-2026		X0708	D	LIVE		
0002110652-26-000001	021-578464               	31-MAR-2026		X0708	D	LIVE		
0002110654-26-000001	021-578463               	31-MAR-2026		X0708	D	LIVE		
0002110648-26-000001	021-578462               	31-MAR-2026		X0708	D	LIVE		
0002110647-26-000001	021-578461               	31-MAR-2026		X0708	D	LIVE		
0001636745-26-000001	021-545622               	31-MAR-2026		X0708	D/A	LIVE		
0001062993-26-001715	021-578460               	31-MAR-2026		X0708	D	LIVE		
0002125527-26-000002	021-578459               	31-MAR-2026		X0708	D	LIVE		
0002125123-26-000001	021-578458               	31-MAR-2026		X0708	D	LIVE		
0001221331-26-000003	021-507164               	31-MAR-2026		X0708	D/A	LIVE		
0001470831-26-000337	021-542414               	31-MAR-2026		X0708	D/A	LIVE		
0002124862-26-000001	021-578457               	31-MAR-2026		X0708	D	LIVE		
0001694196-26-000003	021-506936               	31-MAR-2026		X0708	D/A	LIVE		
0001470831-26-000336	021-542407               	31-MAR-2026		X0708	D/A	LIVE		
0002019804-26-000001	021-578456               	31-MAR-2026	3443	X0708	D	LIVE		
0000935790-26-000003	021-506997               	31-MAR-2026		X0708	D/A	LIVE		
0001470831-26-000335	021-542410               	31-MAR-2026		X0708	D/A	LIVE		
0001470831-26-000334	021-542403               	31-MAR-2026		X0708	D/A	LIVE		
0001838956-26-000003	021-385928               	31-MAR-2026		X0708	D/A	LIVE		
0002125964-26-000001	021-578455               	31-MAR-2026		X0708	D	LIVE		
0001962589-26-000001	021-578454               	31-MAR-2026		X0708	D	LIVE		
0002105778-26-000001	021-578453               	31-MAR-2026		X0708	D	LIVE		
0001990480-26-000003	021-510257               	31-MAR-2026		X0708	D/A	LIVE		
0002038292-26-000003	021-578452               	31-MAR-2026		X0708	D	LIVE		
0001914623-26-000003	021-442087               	31-MAR-2026		X0708	D/A	LIVE		
0002125767-26-000001	021-578451               	31-MAR-2026		X0708	D	LIVE		
0001353303-26-000003	021-507083               	31-MAR-2026		X0708	D/A	LIVE		
0001566114-26-000029	021-440497               	31-MAR-2026		X0708	D/A	LIVE		
0002125559-26-000001	021-578450               	31-MAR-2026		X0708	D	LIVE		
0002125618-26-000001	021-578449               	31-MAR-2026		X0708	D	LIVE		
0002124989-26-000001	021-578448               	31-MAR-2026		X0708	D	LIVE		
0001875668-26-000003	021-415064               	31-MAR-2026		X0708	D/A	LIVE		
0002120315-26-000001	021-578447               	31-MAR-2026		X0708	D	LIVE		
0001855040-26-000003	021-397717               	31-MAR-2026		X0708	D/A	LIVE		
0002110186-26-000001	021-578446               	31-MAR-2026		X0708	D	LIVE		
0002125811-26-000001	021-578445               	31-MAR-2026		X0708	D	LIVE		
0002125760-26-000001	021-578444               	31-MAR-2026		X0708	D	LIVE		
0002083292-26-000002	021-578443               	31-MAR-2026		X0708	D	LIVE		
0001782756-26-000003	021-348098               	31-MAR-2026		X0708	D/A	LIVE		
0002125757-26-000001	021-578442               	31-MAR-2026		X0708	D	LIVE		
0002107163-26-000001	021-578441               	31-MAR-2026		X0708	D	LIVE		
0002089948-26-000002	021-578440               	31-MAR-2026		X0708	D	LIVE		
0001875652-26-000003	021-415066               	31-MAR-2026		X0708	D/A	LIVE		
0002122795-26-000001	021-578439               	31-MAR-2026		X0708	D	LIVE		
0002125765-26-000001	021-578438               	31-MAR-2026		X0708	D	LIVE		
0002014480-26-000004	021-578437               	31-MAR-2026		X0708	D	LIVE		
0001193125-26-133272	021-578436               	31-MAR-2026		X0708	D	LIVE		
0001906992-26-000003	021-430969               	31-MAR-2026		X0708	D/A	LIVE		
0001836040-26-000002	021-382987               	31-MAR-2026		X0708	D/A	LIVE		
0001193125-26-133252	021-578435               	31-MAR-2026		X0708	D	LIVE		
0001193125-26-133251	021-578434               	31-MAR-2026		X0708	D	LIVE		
0001193125-26-133249	021-578433               	31-MAR-2026		X0708	D	LIVE		
0001193125-26-133248	021-578432               	31-MAR-2026		X0708	D	LIVE		
0001836041-26-000002	021-382986               	31-MAR-2026		X0708	D/A	LIVE		
0000902664-26-001794	021-578431               	31-MAR-2026		X0708	D	LIVE		
0000902664-26-001793	021-578430               	31-MAR-2026		X0708	D	LIVE		
0002116993-26-000002	021-576049               	31-MAR-2026		X0708	D/A	LIVE		
0002111495-26-000003	021-578423               	31-MAR-2026		X0708	D	LIVE		
0002125714-26-000001	021-578427               	31-MAR-2026		X0708	D	LIVE		
0000950142-26-000934	021-542469               	31-MAR-2026		X0708	D/A	LIVE		
0001792182-26-000001	021-352463               	31-MAR-2026		X0708	D/A	LIVE		
0002110644-26-000001	021-578397               	31-MAR-2026		X0708	D	LIVE		
0000950142-26-000933	021-542464               	31-MAR-2026		X0708	D/A	LIVE		
0000950142-26-000935	021-542472               	31-MAR-2026		X0708	D/A	LIVE		
0000950142-26-000937	021-542467               	31-MAR-2026		X0708	D/A	LIVE		
0002117526-26-000002	021-578281               	31-MAR-2026		X0708	D/A	LIVE		
0001777719-26-000004	021-341479               	31-MAR-2026		X0708	D/A	LIVE		
0002121070-26-000001	021-578408               	31-MAR-2026		X0708	D	LIVE		
0002120654-26-000001	021-578424               	31-MAR-2026		X0708	D	LIVE		
0002123315-26-000002	021-578406               	31-MAR-2026		X0708	D	LIVE		
0002121065-26-000001	021-578407               	31-MAR-2026		X0708	D	LIVE		
0002023866-26-000019	021-578416               	31-MAR-2026		X0708	D	LIVE		
0002121067-26-000002	021-578411               	31-MAR-2026		X0708	D	LIVE		
0000950142-26-000936	021-542470               	31-MAR-2026		X0708	D/A	LIVE		
0002124530-26-000001	021-578392               	31-MAR-2026		X0708	D	LIVE		
0002117543-26-000002	021-578398               	31-MAR-2026		X0708	D	LIVE		
0002110642-26-000001	021-578400               	31-MAR-2026		X0708	D	LIVE		
0002122303-26-000001	021-578394               	31-MAR-2026		X0708	D	LIVE		
0002109007-26-000001	021-578425               	31-MAR-2026		X0708	D	LIVE		
0002122809-26-000001	021-578417               	31-MAR-2026		X0708	D	LIVE		
0001012975-26-000280	021-578401               	31-MAR-2026		X0708	D	LIVE		
0001104659-26-036968	021-578403               	31-MAR-2026		X0708	D	LIVE		
0001902996-26-000001	021-429444               	31-MAR-2026		X0708	D/A	LIVE		
0002117015-26-000003	021-578426               	31-MAR-2026		X0708	D	LIVE		
0002113602-26-000001	021-578428               	31-MAR-2026		X0708	D	LIVE		
0001887889-26-000001	021-416834               	31-MAR-2026		X0708	D/A	LIVE		
0002114968-26-000001	021-578419               	31-MAR-2026		X0708	D	LIVE		
0001938327-26-000003	021-578429               	31-MAR-2026		X0708	D	LIVE		
0002073149-26-000001	021-549111               	31-MAR-2026		X0708	D/A	LIVE		
0002121997-26-000001	021-578412               	31-MAR-2026		X0708	D	LIVE		
0002044215-26-000004	021-578420               	31-MAR-2026		X0708	D	LIVE		
0001874288-26-000001	021-410454               	31-MAR-2026		X0708	D/A	LIVE		
0001958655-26-000003	021-490094               	31-MAR-2026		X0708	D/A	LIVE		
0001416105-26-000003	021-578396               	31-MAR-2026		X0708	D	LIVE		
0002125490-26-000001	021-578422               	31-MAR-2026		X0708	D	LIVE		
0001104659-26-036967	021-578404               	31-MAR-2026		X0708	D	LIVE		
0002125366-26-000001	021-578393               	31-MAR-2026		X0708	D	LIVE		
0001777718-26-000004	021-341482               	31-MAR-2026		X0708	D/A	LIVE		
0001231919-26-000295	021-578413               	31-MAR-2026		X0708	D	LIVE		
0002115280-26-000001	021-578402               	31-MAR-2026		X0708	D	LIVE		
0002123649-26-000001	021-578418               	31-MAR-2026		X0708	D	LIVE		
0002107713-26-000001	021-578421               	31-MAR-2026		X0708	D	LIVE		
0002110538-26-000001	021-578395               	31-MAR-2026		X0708	D	LIVE		
0002123770-26-000001	021-578410               	31-MAR-2026		X0708	D	LIVE		
0002110645-26-000001	021-578399               	31-MAR-2026		X0708	D	LIVE		
0000950142-26-000927	021-578414               	31-MAR-2026		X0708	D	LIVE		
0002023866-26-000017	021-578409               	31-MAR-2026		X0708	D	LIVE		
0002023866-26-000018	021-578415               	31-MAR-2026		X0708	D	LIVE		
0000929638-26-001256	021-578405               	31-MAR-2026		X0708	D	LIVE		
0002109882-26-000001	021-578391               	30-MAR-2026		X0708	D	LIVE		
0002110726-26-000001	021-578390               	30-MAR-2026		X0708	D	LIVE		
0002125218-26-000001	021-578389               	30-MAR-2026		X0708	D	LIVE		
0001971240-26-000002	021-477262               	30-MAR-2026		X0708	D/A	LIVE		
0002125271-26-000001	021-578388               	30-MAR-2026		X0708	D	LIVE		
0002124545-26-000001	021-578387               	30-MAR-2026		X0708	D	LIVE		
0002115867-26-000001	021-578386               	30-MAR-2026		X0708	D	LIVE		
0002108730-26-000002	021-578385               	30-MAR-2026		X0708	D	LIVE		
0002108745-26-000002	021-578384               	30-MAR-2026		X0708	D	LIVE		
0002124533-26-000001	021-578383               	30-MAR-2026		X0708	D	LIVE		
0001493152-26-013655	021-578382               	30-MAR-2026	7370	X0708	D	LIVE		
0002062812-26-000002	021-542123               	30-MAR-2026		X0708	D/A	LIVE		
0002108727-26-000002	021-578381               	30-MAR-2026		X0708	D	LIVE		
0000904454-26-000203	021-578380               	30-MAR-2026		X0708	D	LIVE		
0001772918-26-000001	021-578379               	30-MAR-2026		X0708	D	LIVE		
0002016226-26-000001	021-508972               	30-MAR-2026		X0708	D/A	LIVE		
0002123378-26-000001	021-578378               	30-MAR-2026		X0708	D	LIVE		
0002125812-26-000001	021-578377               	30-MAR-2026		X0708	D	LIVE		
0002124538-26-000001	021-578376               	30-MAR-2026		X0708	D	LIVE		
0002062812-26-000001	021-542123               	30-MAR-2026		X0708	D/A	LIVE		
0002125785-26-000001	021-578375               	30-MAR-2026		X0708	D	LIVE		
0002116633-26-000001	021-578374               	30-MAR-2026		X0708	D	LIVE		
0000943034-26-000004	021-571705               	30-MAR-2026	3829	X0708	D/A	LIVE		
0002121684-26-000002	021-578373               	30-MAR-2026		X0708	D	LIVE		
0002124541-26-000001	021-578372               	30-MAR-2026		X0708	D	LIVE		
0002063608-26-000002	021-542662               	30-MAR-2026		X0708	D/A	LIVE		
