ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0002103200-25-000001	021-568608               	31-DEC-2025		X0708	D	LIVE		
0001763787-25-000003	021-508493               	31-DEC-2025		X0708	D/A	LIVE		
0001959961-25-000014	021-568607               	31-DEC-2025	6798	X0708	D	LIVE		
0002103105-25-000001	021-568606               	31-DEC-2025		X0708	D	LIVE		
0002101926-25-000001	021-568605               	31-DEC-2025		X0708	D	LIVE		
0002090725-25-000001	021-568604               	31-DEC-2025		X0708	D	LIVE		
0002103172-25-000001	021-568603               	31-DEC-2025		X0708	D	LIVE		
0002102273-25-000001	021-568602               	31-DEC-2025		X0708	D	LIVE		
0002103181-25-000001	021-568601               	31-DEC-2025		X0708	D	LIVE		
0001663577-25-000371	021-568600               	31-DEC-2025		X0708	D	LIVE		
0002099352-25-000001	021-568599               	31-DEC-2025		X0708	D	LIVE		
0002103208-25-000001	021-568598               	31-DEC-2025		X0708	D	LIVE		
0002102073-25-000001	021-568597               	31-DEC-2025		X0708	D	LIVE		
0002103149-25-000001	021-568596               	31-DEC-2025		X0708	D	LIVE		
0002101591-25-000001	021-568595               	31-DEC-2025		X0708	D	LIVE		
0002098260-25-000002	021-568594               	31-DEC-2025		X0708	D	LIVE		
0002102373-25-000003	021-568593               	31-DEC-2025		X0708	D	LIVE		
0002101906-25-000001	021-568592               	31-DEC-2025		X0708	D	LIVE		
0002103316-25-000001	021-568591               	31-DEC-2025		X0708	D	LIVE		
0002103407-25-000001	021-568590               	31-DEC-2025		X0708	D	LIVE		
0001096906-25-002178	021-568589               	31-DEC-2025		X0708	D	LIVE		
0002103036-25-000001	021-568588               	31-DEC-2025		X0708	D	LIVE		
0002101706-25-000001	021-568587               	31-DEC-2025		X0708	D	LIVE		
0000919574-25-007529	021-568586               	31-DEC-2025		X0708	D	LIVE		
0001413969-25-000002	021-568585               	31-DEC-2025		X0708	D	LIVE		
0002101675-25-000001	021-568584               	31-DEC-2025		X0708	D	LIVE		
0000929638-25-004792	021-568583               	31-DEC-2025		X0708	D	LIVE		
0002068391-25-000002	021-568582               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125562	021-568581               	31-DEC-2025	6311	X0708	D	LIVE		
0002102766-25-000001	021-568580               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125560	021-433648               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125558	021-433649               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125557	021-492242               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002102765-25-000001	021-568579               	31-DEC-2025		X0708	D	LIVE		
0001944831-25-000046	021-534356               	31-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125556	021-152633               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001193125-25-338060	021-277137               	31-DEC-2025	0000	X0708	D/A	LIVE		
0001104659-25-125555	021-350673               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002102764-25-000001	021-568578               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125554	021-233856               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125553	021-266787               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001941040-25-000672	021-568577               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125552	021-243674               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125551	021-317263               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002102767-25-000001	021-568576               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125550	021-313094               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125549	021-433646               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125548	021-306526               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125547	021-304281               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001941040-25-000671	021-568575               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125546	021-540775               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125545	021-406170               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125544	021-568574               	31-DEC-2025	6311	X0708	D	LIVE		
0001104659-25-125543	021-518746               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002089973-25-000002	021-562176               	31-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125541	021-515766               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002102768-25-000001	021-568573               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125539	021-515765               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002095642-25-000001	021-568572               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125538	021-395709               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125537	021-518742               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125535	021-490163               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125533	021-455961               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001941040-25-000670	021-568571               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125531	021-342474               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125530	021-417098               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002103165-25-000001	021-568570               	31-DEC-2025		X0708	D	LIVE		
0001104659-25-125529	021-429499               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125527	021-429498               	31-DEC-2025	6311	X0708	D/A	LIVE		
0001104659-25-125528	021-317270               	31-DEC-2025	6311	X0708	D/A	LIVE		
0002103021-25-000002	021-568569               	31-DEC-2025		X0708	D	LIVE		
0001999117-25-000004	021-568568               	31-DEC-2025		X0708	D	LIVE		
0002101667-25-000001	021-568567               	31-DEC-2025		X0708	D	LIVE		
0001961580-25-000002	021-472132               	31-DEC-2025		X0708	D/A	LIVE		
0001941040-25-000669	021-568566               	31-DEC-2025		X0708	D	LIVE		
0002100613-25-000001	021-568565               	31-DEC-2025		X0708	D	LIVE		
0002103220-25-000001	021-568564               	31-DEC-2025		X0708	D	LIVE		
0002102763-25-000001	021-568563               	31-DEC-2025		X0708	D	LIVE		
0002085500-25-000001	021-568562               	31-DEC-2025		X0708	D	LIVE		
0002103304-25-000001	021-568561               	31-DEC-2025		X0708	D	LIVE		
0001012975-25-001000	021-523663               	31-DEC-2025		X0708	D/A	LIVE		
0002073961-25-000003	021-551835               	31-DEC-2025		X0708	D/A	LIVE		
0002034307-25-000002	021-568560               	31-DEC-2025		X0708	D	LIVE		
0001012975-25-000999	021-534679               	31-DEC-2025		X0708	D/A	LIVE		
0000919574-25-007526	021-568559               	31-DEC-2025		X0708	D	LIVE		
0002064835-25-000053	021-568558               	31-DEC-2025		X0708	D	LIVE		
0001012975-25-000998	021-534695               	31-DEC-2025		X0708	D/A	LIVE		
0001470831-25-000457	021-568557               	31-DEC-2025		X0708	D	LIVE		
0001758821-25-000002	021-568556               	31-DEC-2025		X0708	D	LIVE		
0001012975-25-000997	021-534688               	31-DEC-2025		X0708	D/A	LIVE		
0002100681-25-000001	021-568555               	31-DEC-2025		X0708	D	LIVE		
0000945621-25-001270	021-469407               	31-DEC-2025		X0708	D/A	LIVE		
0002074018-25-000002	021-551095               	31-DEC-2025		X0708	D/A	LIVE		
0002061619-25-000002	021-550176               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001269	021-502378               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001268	021-502372               	31-DEC-2025		X0708	D/A	LIVE		
0001502736-25-000005	021-568554               	31-DEC-2025		X0708	D	LIVE		
0001713780-25-000004	021-568553               	31-DEC-2025		X0708	D	LIVE		
0000945621-25-001267	021-502363               	31-DEC-2025		X0708	D/A	LIVE		
0002073743-25-000003	021-552682               	31-DEC-2025		X0708	D/A	LIVE		
0001297275-25-000003	021-568552               	31-DEC-2025		X0708	D	LIVE		
0000945621-25-001266	021-114044               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001265	021-114039               	31-DEC-2025		X0708	D/A	LIVE		
0002099261-25-000002	021-568551               	31-DEC-2025		X0708	D	LIVE		
0000945621-25-001264	021-159042               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001263	021-159041               	31-DEC-2025		X0708	D/A	LIVE		
0002095429-25-000001	021-568550               	31-DEC-2025		X0708	D	LIVE		
0002084731-25-000001	021-568549               	31-DEC-2025		X0708	D	LIVE		
0002103121-25-000001	021-568548               	31-DEC-2025		X0708	D	LIVE		
0002098082-25-000001	021-568547               	31-DEC-2025		X0708	D	LIVE		
0000950103-25-016740	021-568546               	31-DEC-2025		X0708	D	LIVE		
0002101768-25-000001	021-568545               	31-DEC-2025		X0708	D	LIVE		
0001213900-25-126892	021-568544               	31-DEC-2025		X0708	D	LIVE		
0002029213-25-000003	021-568543               	31-DEC-2025		X0708	D	LIVE		
0001566114-25-000120	021-568542               	31-DEC-2025		X0708	D	LIVE		
0001775505-25-000003	021-348143               	31-DEC-2025		X0708	D/A	LIVE		
0002103107-25-000001	021-568541               	31-DEC-2025		X0708	D	LIVE		
0002103090-25-000001	021-568540               	31-DEC-2025		X0708	D	LIVE		
0002095636-25-000002	021-564082               	31-DEC-2025		X0708	D/A	LIVE		
0001566114-25-000119	021-568539               	31-DEC-2025		X0708	D	LIVE		
0002103071-25-000001	021-568538               	31-DEC-2025		X0708	D	LIVE		
0002006770-25-000003	021-501458               	31-DEC-2025		X0708	D/A	LIVE		
0002103124-25-000001	021-568537               	31-DEC-2025		X0708	D	LIVE		
0001763765-25-000003	021-330385               	31-DEC-2025		X0708	D/A	LIVE		
0001763715-25-000003	021-330415               	31-DEC-2025		X0708	D/A	LIVE		
0002101278-25-000001	021-568536               	31-DEC-2025		X0708	D	LIVE		
0002101427-25-000001	021-568535               	31-DEC-2025		X0708	D	LIVE		
0002103115-25-000001	021-568534               	31-DEC-2025		X0708	D	LIVE		
0001713626-25-000003	021-291915               	31-DEC-2025		X0708	D/A	LIVE		
0002073736-25-000004	021-551889               	31-DEC-2025		X0708	D/A	LIVE		
0002103180-25-000001	021-568533               	31-DEC-2025		X0708	D	LIVE		
0001705989-25-000003	021-286402               	31-DEC-2025		X0708	D/A	LIVE		
0001839113-25-000003	021-385350               	31-DEC-2025		X0708	D/A	LIVE		
0002073736-25-000003	021-551887               	31-DEC-2025		X0708	D/A	LIVE		
0001839079-25-000003	021-385274               	31-DEC-2025		X0708	D/A	LIVE		
0002029789-25-000002	021-519798               	31-DEC-2025		X0708	D/A	LIVE		
0002103128-25-000001	021-568532               	31-DEC-2025		X0708	D	LIVE		
0002102613-25-000001	021-568531               	31-DEC-2025		X0708	D	LIVE		
0002074027-25-000002	021-551049               	31-DEC-2025		X0708	D/A	LIVE		
0002087972-25-000008	021-559800               	31-DEC-2025		X0708	D/A	LIVE		
0002103314-25-000001	021-568530               	31-DEC-2025		X0708	D	LIVE		
0002102733-25-000002	021-568280               	31-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125444	021-528285               	31-DEC-2025		X0708	D/A	LIVE		
0001942520-25-000005	021-534869               	31-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125437	021-484117               	31-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125430	021-496313               	31-DEC-2025		X0708	D/A	LIVE		
0002073957-25-000004	021-551301               	31-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125429	021-453779               	31-DEC-2025		X0708	D/A	LIVE		
0002102326-25-000001	021-568529               	31-DEC-2025		X0708	D	LIVE		
0001894002-25-000003	021-422289               	31-DEC-2025		X0708	D/A	LIVE		
0001884502-25-000004	021-568528               	31-DEC-2025		X0708	D	LIVE		
0002007318-25-000003	021-502029               	31-DEC-2025		X0708	D/A	LIVE		
0000904454-25-000643	021-550016               	31-DEC-2025		X0708	D/A	LIVE		
0001663864-25-000003	021-255294               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001261	021-533777               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001260	021-533778               	31-DEC-2025		X0708	D/A	LIVE		
0000945621-25-001259	021-568527               	31-DEC-2025		X0708	D	LIVE		
0001140361-25-046987	021-556352               	31-DEC-2025		X0708	D/A	LIVE		
0002052019-25-000003	021-535509               	31-DEC-2025		X0708	D/A	LIVE		
0002101701-25-000002	021-568526               	31-DEC-2025		X0708	D	LIVE		
0000919574-25-007524	021-303285               	31-DEC-2025		X0708	D/A	LIVE		
0001470831-25-000456	021-568525               	31-DEC-2025		X0708	D	LIVE		
0000902664-25-005437	021-568524               	31-DEC-2025		X0708	D	LIVE		
0000902664-25-005436	021-568523               	31-DEC-2025		X0708	D	LIVE		
0002095067-25-000002	021-563593               	31-DEC-2025		X0708	D/A	LIVE		
0002086635-25-000001	021-568522               	31-DEC-2025		X0708	D	LIVE		
0001213900-25-126796	021-562923               	31-DEC-2025		X0708	D/A	LIVE		
0001315863-25-000878	021-568521               	31-DEC-2025		X0708	D	LIVE		
0002103210-25-000001	021-568499               	31-DEC-2025		X0708	D	LIVE		
0002102641-25-000001	021-568512               	31-DEC-2025		X0708	D	LIVE		
0002102059-25-000001	021-568516               	31-DEC-2025		X0708	D	LIVE		
0001819854-25-000002	021-373385               	31-DEC-2025		X0708	D/A	LIVE		
0002102179-25-000001	021-568519               	31-DEC-2025		X0708	D	LIVE		
0001601610-25-000003	021-568503               	31-DEC-2025		X0708	D	LIVE		
0000905148-25-004507	021-533817               	31-DEC-2025		X0708	D/A	LIVE		
0001863211-25-000003	021-568520               	31-DEC-2025		X0708	D	LIVE		
0001959835-25-000005	021-568498               	31-DEC-2025		X0708	D	LIVE		
0002028601-25-000002	021-568501               	31-DEC-2025		X0708	D	LIVE		
0001683168-25-009428	021-568504               	31-DEC-2025		X0708	D	LIVE		
0001914424-25-000003	021-440146               	31-DEC-2025		X0708	D/A	LIVE		
0002102575-25-000001	021-568508               	31-DEC-2025		X0708	D	LIVE		
0001683168-25-009430	021-568505               	31-DEC-2025	5200	X0708	D	LIVE		
0002103088-25-000001	021-568506               	31-DEC-2025		X0708	D	LIVE		
0002046875-25-000003	021-530789               	31-DEC-2025		X0708	D/A	LIVE		
0002102736-25-000001	021-568518               	31-DEC-2025		X0708	D	LIVE		
0002100794-25-000001	021-568507               	31-DEC-2025		X0708	D	LIVE		
0002102180-25-000001	021-568514               	31-DEC-2025		X0708	D	LIVE		
0002102175-25-000001	021-568517               	31-DEC-2025		X0708	D	LIVE		
0002102951-25-000001	021-568502               	31-DEC-2025		X0708	D	LIVE		
0002102115-25-000001	021-568509               	31-DEC-2025		X0708	D	LIVE		
0002070472-25-000002	021-568511               	31-DEC-2025		X0708	D	LIVE		
0002102178-25-000001	021-568513               	31-DEC-2025		X0708	D	LIVE		
0002088631-25-000003	021-564375               	31-DEC-2025		X0708	D/A	LIVE		
0002103198-25-000001	021-568500               	31-DEC-2025		X0708	D	LIVE		
0001940872-25-000002	021-568515               	31-DEC-2025		X0708	D	LIVE		
0002083872-25-000002	021-556523               	31-DEC-2025		X0708	D/A	LIVE		
0002103178-25-000001	021-568510               	31-DEC-2025		X0708	D	LIVE		
0002102457-25-000001	021-568497               	30-DEC-2025		X0708	D	LIVE		
0002062288-25-000006	021-558334               	30-DEC-2025		X0708	D/A	LIVE		
0002103080-25-000002	021-568496               	30-DEC-2025		X0708	D	LIVE		
0002102174-25-000001	021-568495               	30-DEC-2025		X0708	D	LIVE		
0002059187-25-000006	021-540441               	30-DEC-2025		X0708	D/A	LIVE		
0002102292-25-000001	021-568494               	30-DEC-2025		X0708	D	LIVE		
0002004680-25-000002	021-500348               	30-DEC-2025		X0708	D/A	LIVE		
0002102836-25-000001	021-568493               	30-DEC-2025		X0708	D	LIVE		
0000905148-25-004506	021-568492               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000678	021-568491               	30-DEC-2025		X0708	D	LIVE		
0001470831-25-000455	021-568490               	30-DEC-2025		X0708	D	LIVE		
0002090504-25-000001	021-568489               	30-DEC-2025		X0708	D	LIVE		
0002102628-25-000001	021-568488               	30-DEC-2025		X0708	D	LIVE		
0002102611-25-000001	021-568487               	30-DEC-2025		X0708	D	LIVE		
0001898407-25-000002	021-490063               	30-DEC-2025		X0708	D/A	LIVE		
0002102565-25-000001	021-568486               	30-DEC-2025		X0708	D	LIVE		
0002102564-25-000001	021-568485               	30-DEC-2025		X0708	D	LIVE		
0002031357-25-000004	021-531416               	30-DEC-2025		X0708	D/A	LIVE		
0002073640-25-000001	021-568484               	30-DEC-2025		X0708	D	LIVE		
0002102526-25-000001	021-568483               	30-DEC-2025		X0708	D	LIVE		
0002059990-25-000007	021-545579               	30-DEC-2025		X0708	D/A	LIVE		
0002073641-25-000001	021-568482               	30-DEC-2025		X0708	D	LIVE		
0002096161-25-000001	021-568481               	30-DEC-2025		X0708	D	LIVE		
0002102835-25-000001	021-568480               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000677	021-568479               	30-DEC-2025		X0708	D	LIVE		
0001975384-25-000002	021-480629               	30-DEC-2025		X0708	D/A	LIVE		
0002096094-25-000001	021-568478               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000040	021-568477               	30-DEC-2025		X0708	D	LIVE		
0002073789-25-000001	021-568476               	30-DEC-2025		X0708	D	LIVE		
0002103070-25-000001	021-568475               	30-DEC-2025		X0708	D	LIVE		
0002103205-25-000001	021-568474               	30-DEC-2025		X0708	D	LIVE		
0002103119-25-000001	021-568473               	30-DEC-2025		X0708	D	LIVE		
0001636587-25-000067	021-349016               	30-DEC-2025		X0708	D/A	LIVE		
0001231919-25-000676	021-568472               	30-DEC-2025	2836	X0708	D	LIVE		
0000950172-25-000232	021-533966               	30-DEC-2025		X0708	D/A	LIVE		
0002103201-25-000001	021-568471               	30-DEC-2025		X0708	D	LIVE		
0002094785-25-000001	021-568470               	30-DEC-2025		X0708	D	LIVE		
0002096091-25-000001	021-568469               	30-DEC-2025		X0708	D	LIVE		
0001213900-25-126622	021-568468               	30-DEC-2025		X0708	D	LIVE		
0002100485-25-000001	021-568467               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000039	021-568466               	30-DEC-2025		X0708	D	LIVE		
0002094518-25-000003	021-564285               	30-DEC-2025		X0708	D/A	LIVE		
0002103175-25-000001	021-568465               	30-DEC-2025		X0708	D	LIVE		
0001405086-25-000385	021-568464               	30-DEC-2025		X0708	D	LIVE		
0002060755-25-000064	021-568463               	30-DEC-2025		X0708	D	LIVE		
0002103164-25-000002	021-568462               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000673	021-568461               	30-DEC-2025		X0708	D	LIVE		
0002063471-25-000001	021-568460               	30-DEC-2025		X0708	D	LIVE		
0002103114-25-000001	021-568459               	30-DEC-2025		X0708	D	LIVE		
0001493152-25-029589	021-568458               	30-DEC-2025	7374	X0708	D	LIVE		
0000935836-25-000744	021-568457               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000038	021-568456               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000671	021-568455               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000037	021-568454               	30-DEC-2025		X0708	D	LIVE		
0002097247-25-000001	021-568453               	30-DEC-2025		X0708	D	LIVE		
0002102987-25-000001	021-568452               	30-DEC-2025		X0708	D	LIVE		
0000935836-25-000743	021-568451               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000036	021-568450               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000035	021-568449               	30-DEC-2025		X0708	D	LIVE		
0000935836-25-000742	021-372639               	30-DEC-2025		X0708	D/A	LIVE		
0001104659-25-125193	021-568448               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000034	021-568447               	30-DEC-2025		X0708	D	LIVE		
0002092061-25-000001	021-568446               	30-DEC-2025		X0708	D	LIVE		
0000935836-25-000741	021-371777               	30-DEC-2025		X0708	D/A	LIVE		
0002102625-25-000001	021-568445               	30-DEC-2025		X0708	D	LIVE		
0000935836-25-000740	021-533528               	30-DEC-2025		X0708	D/A	LIVE		
0000935836-25-000739	021-568444               	30-DEC-2025		X0708	D	LIVE		
0001012975-25-000988	021-568443               	30-DEC-2025		X0708	D	LIVE		
0002102981-25-000001	021-568442               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000033	021-568441               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000032	021-568440               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000031	021-568439               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000670	021-568438               	30-DEC-2025		X0708	D	LIVE		
0000935836-25-000738	021-568437               	30-DEC-2025		X0708	D	LIVE		
0002100766-25-000001	021-568436               	30-DEC-2025		X0708	D	LIVE		
0002085546-25-000004	021-568435               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000030	021-568434               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000029	021-568433               	30-DEC-2025		X0708	D	LIVE		
0001769963-25-000028	021-568432               	30-DEC-2025		X0708	D	LIVE		
0002103108-25-000001	021-568431               	30-DEC-2025		X0708	D	LIVE		
0000935836-25-000737	021-568430               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000669	021-568429               	30-DEC-2025		X0708	D	LIVE		
0002101485-25-000001	021-568428               	30-DEC-2025		X0708	D	LIVE		
0002101786-25-000001	021-568427               	30-DEC-2025		X0708	D	LIVE		
0002101291-25-000001	021-568426               	30-DEC-2025		X0708	D	LIVE		
0002101370-25-000001	021-568425               	30-DEC-2025		X0708	D	LIVE		
0001231919-25-000668	021-568424               	30-DEC-2025		X0708	D	LIVE		
